Categoria;Fabricante;Cód.;Modelo;Combustivel;2026;2025;2024;2023;2022;2021;2020;2019;2018;2017;2016;2015;2014;2013;2012;2011;2010;2009;2008;2007;2006;2005;2004;2003;2002
TABELA D - ONIBUS E MICROONIBUS;CITROEN;416116,00;JUMP GREENCAR ES;D;;;;;;;;;;;;R$ 79.096,00;R$ 73.147,00;R$ 70.245,00;R$ 65.542,00;R$ 61.578,00;R$ 54.067,00;;;;;;;;
TABELA D - ONIBUS E MICROONIBUS;CITROEN;416102,00;JUMPER MBS 33M10;D;;;;;;;;;;;;;;;;;;;;;;;;R$ 26.339,00;
TABELA D - ONIBUS E MICROONIBUS;CITROEN;415902,00;JUMPER EUROLAF P;D;;;;;;;;;;;;;;R$ 61.273,00;R$ 58.600,00;R$ 55.266,00;R$ 48.890,00;;;;;;;;
TABELA D - ONIBUS E MICROONIBUS;CITROEN;406163,00;JUMPER MARIMAR P;D;;;;;;;;;;;;R$ 63.455,00;R$ 57.391,00;R$ 53.782,00;R$ 48.376,00;R$ 47.261,00;;;;;;;;;
TABELA D - ONIBUS E MICROONIBUS;CITROEN;416124,00;JUMPER CLASSYVAN;D;;;;;;;;;;;;R$ 94.466,00;R$ 91.632,00;;;;;;;;;;;;
TABELA D - ONIBUS E MICROONIBUS;CITROEN;416101,00;JUMPER MBS 33M16;G;;;;;;;;;;;;;;;;;;;;;;R$ 33.953,00;;;
TABELA D - ONIBUS E MICROONIBUS;CITROEN;416119,00;JUMPER JAEDI MIC;D;;;;;;;;;;;;R$ 84.368,00;R$ 79.090,00;R$ 76.728,00;R$ 72.106,00;;R$ 53.334,00;;;;;;;;
TABELA D - ONIBUS E MICROONIBUS;CITROEN;416105,00;JUMPER M33M HDI;G;;;;;;;;;;;;;;;;;;;;;R$ 36.335,00;;;;
TABELA D - ONIBUS E MICROONIBUS;CITROEN;416108,00;JUMPER M35L HDI;D;;;;;;;;;;;;;;;R$ 50.453,00;;;;;;;;;R$ 20.530,00;
TABELA D - ONIBUS E MICROONIBUS;CITROEN;416109,00;JUMPER C33M HDI;D;;;;;;;;;;;;;;;;;;;;;;R$ 35.359,00;;;
TABELA D - ONIBUS E MICROONIBUS;CITROEN;416112,00;JUMPER M35LH 23S;D;;;;;;;;;;;;;;R$ 70.518,00;R$ 67.522,00;R$ 64.653,00;R$ 60.938,00;R$ 54.230,00;;;;;;R$ 29.234,00;
TABELA D - ONIBUS E MICROONIBUS;CITROEN;416113,00;JUMPER M33M 23S;D;;;;;;;;;;;;;;R$ 67.568,00;R$ 60.998,00;R$ 56.402,00;R$ 49.807,00;R$ 47.845,00;R$ 46.374,00;R$ 43.776,00;;;;R$ 33.716,00;
TABELA D - ONIBUS E MICROONIBUS;CITROEN;416117,00;JUMPER REVES ESC;D;;;;;;;;;;;R$ 82.177,00;;R$ 74.538,00;R$ 71.270,00;R$ 68.146,00;R$ 64.747,00;R$ 58.346,00;;;;;;;;
TABELA D - ONIBUS E MICROONIBUS;CITROEN;416121,00;JUMPER M35LH 2.3;G;;;;;;;;;;;;;R$ 80.498,00;;;;;;;;;;;;
TABELA D - ONIBUS E MICROONIBUS;CITROEN;416120,00;JUMPER M33M 2.3;D;;;;;;;;;;;R$ 86.554,00;R$ 83.565,00;R$ 79.886,00;;;;;;;;;;;;
TABELA D - ONIBUS E MICROONIBUS;CITROEN;416118,00;JUMPER TRA 35ESC;D;;;;;;;;;;;;;R$ 75.688,00;R$ 72.644,00;R$ 69.722,00;;R$ 62.267,00;;;;;;;;
TABELA D - ONIBUS E MICROONIBUS;CITROEN;416100,00;JUMPER MBS 33M15;D;;;;;;;;;;;;;;;;;;;;;;;;R$ 26.332,00;
TABELA D - ONIBUS E MICROONIBUS;DODGE;407802,00;DODGE SPRINTER2500 170;D;;;;;;;;;;;;;;;;;;;R$ 55.048,00;;;;;;
TABELA D - ONIBUS E MICROONIBUS;DUCATO;411511,00;DUCATO MAXI REFAM MIC3;D;;;;;;;;;;;;;;;;;;;;;;;;;R$ 27.359,00
TABELA D - ONIBUS E MICROONIBUS;FIAT;404448,00;DUCATO GUERRA MC 20;D;;;;;;;;;;;R$ 88.368,00;R$ 81.159,00;R$ 74.538,00;R$ 68.456,00;R$ 65.196,00;R$ 62.748,00;R$ 56.883,00;R$ 49.650,00;R$ 45.560,00;R$ 43.993,00;R$ 39.581,00;R$ 38.078,00;R$ 35.599,00;R$ 32.829,00;R$ 31.001,00
TABELA D - ONIBUS E MICROONIBUS;FIAT;404434,00;DUCATO CO CIRILO A2;G;;;;;;;;;;;;;;;;;;;;;;;R$ 35.641,00;;
TABELA D - ONIBUS E MICROONIBUS;FIAT;404436,00;DUCATO MARTICAR 17;D;;;;;;;;;;;;R$ 81.116,00;R$ 74.499,00;R$ 68.422,00;R$ 65.163,00;R$ 62.061,00;R$ 53.840,00;R$ 46.589,00;R$ 41.865,00;R$ 40.951,00;R$ 38.740,00;R$ 35.580,00;R$ 33.270,00;;
TABELA D - ONIBUS E MICROONIBUS;FIAT;404437,00;DUCATO MARTICAR 16;D;;;;;;;;;;;R$ 88.783,00;R$ 81.542,00;R$ 74.890,00;R$ 68.781,00;R$ 65.507,00;R$ 62.386,00;R$ 54.122,00;R$ 46.837,00;R$ 42.079,00;R$ 41.152,00;R$ 37.006,00;R$ 35.756,00;R$ 33.445,00;R$ 30.865,00;
TABELA D - ONIBUS E MICROONIBUS;FIAT;404438,00;DUCATO MARTICAR 14;D;;;;;;;;;;;;R$ 68.219,00;R$ 62.652,00;R$ 57.539,00;R$ 54.799,00;R$ 52.191,00;R$ 45.283,00;R$ 43.359,00;R$ 39.364,00;R$ 36.021,00;R$ 32.812,00;R$ 29.810,00;R$ 27.697,00;R$ 25.960,00;R$ 24.843,00
TABELA D - ONIBUS E MICROONIBUS;FIAT;404440,00;DUCATO GREENCAR MO1;D;;;;;;;;;;;R$ 76.853,00;R$ 70.584,00;R$ 64.826,00;R$ 59.537,00;R$ 56.702,00;R$ 54.002,00;R$ 46.856,00;R$ 40.373,00;R$ 37.522,00;R$ 36.441,00;R$ 33.471,00;R$ 32.180,00;;;
TABELA D - ONIBUS E MICROONIBUS;FIAT;404441,00;DUCATO MODIFICAR EM;D;;;;;;;;;;;;R$ 70.944,00;R$ 65.157,00;R$ 59.840,00;R$ 56.991,00;R$ 54.277,00;R$ 47.088,00;R$ 42.834,00;R$ 40.938,00;R$ 37.457,00;R$ 34.132,00;R$ 32.046,00;R$ 27.871,00;;
TABELA D - ONIBUS E MICROONIBUS;FIAT;404442,00;DUCATO TRANSFORM P;D;;;;;;;;;;;R$ 75.145,00;R$ 70.743,00;R$ 66.407,00;R$ 62.262,00;R$ 58.758,00;R$ 55.398,00;R$ 50.466,00;R$ 43.760,00;R$ 40.949,00;R$ 38.370,00;R$ 34.538,00;R$ 33.126,00;R$ 31.091,00;R$ 29.140,00;R$ 26.840,00
TABELA D - ONIBUS E MICROONIBUS;FIAT;404443,00;DUCATO ALLTECH;D;;;;;;;;;;;;;;;;;;;R$ 41.861,00;R$ 40.962,00;R$ 38.177,00;R$ 35.583,00;;;
TABELA D - ONIBUS E MICROONIBUS;FIAT;415607,00;FIAT DUCA15 FFORMA M07;D;;;;;;;;;;;;;;;;;;;;;;;;;R$ 25.718,00
TABELA D - ONIBUS E MICROONIBUS;FIAT;404444,00;DUCATO M BUS RONTAN;D;;;;;;;;;;;;;;R$ 69.477,00;R$ 66.169,00;R$ 63.018,00;R$ 54.656,00;R$ 47.383,00;R$ 45.942,00;R$ 42.685,00;R$ 38.023,00;R$ 33.967,00;R$ 31.751,00;;
TABELA D - ONIBUS E MICROONIBUS;FIAT;404445,00;DUCATO TECFORM TP;G;;;;;;;;;;;;;R$ 67.526,00;;;;;;;;;;;;
TABELA D - ONIBUS E MICROONIBUS;FIAT;404462,00;DUCATO VIPK;D;;;;;;;;;;;;R$ 70.712,00;R$ 63.882,00;R$ 57.712,00;R$ 51.947,00;R$ 49.595,00;R$ 47.288,00;R$ 46.444,00;R$ 45.618,00;R$ 41.342,00;R$ 40.288,00;R$ 39.261,00;R$ 38.262,00;;
TABELA D - ONIBUS E MICROONIBUS;FIAT;404447,00;DUCATO NIKS MIC 20;D;;;;;;;;;;;R$ 93.886,00;R$ 86.228,00;R$ 79.194,00;R$ 72.735,00;R$ 69.271,00;R$ 65.973,00;R$ 57.231,00;R$ 53.763,00;R$ 49.763,00;R$ 47.398,00;R$ 44.939,00;;;;R$ 35.214,00
TABELA D - ONIBUS E MICROONIBUS;FIAT;404429,00;DUCATO C VIA VAN;D;;;;;;;;;;;;;;;;;;;;R$ 42.828,00;R$ 40.383,00;R$ 36.197,00;R$ 35.527,00;R$ 33.018,00;R$ 31.470,00
TABELA D - ONIBUS E MICROONIBUS;FIAT;404449,00;DUCATO MC TCA MIC;D;;;;;;;;;;;R$ 90.127,00;R$ 82.777,00;R$ 76.025,00;R$ 69.823,00;R$ 66.497,00;R$ 63.332,00;R$ 55.246,00;R$ 49.096,00;R$ 45.512,00;R$ 44.724,00;R$ 42.673,00;R$ 39.158,00;;R$ 35.166,00;R$ 32.676,00
TABELA D - ONIBUS E MICROONIBUS;FIAT;404450,00;DUCATO GUERRA MC 16;D;;;;;;;;;;;;;;;R$ 66.643,00;R$ 62.833,00;R$ 56.643,00;R$ 49.027,00;R$ 44.353,00;R$ 43.336,00;R$ 39.303,00;R$ 37.512,00;R$ 34.620,00;R$ 31.952,00;R$ 29.773,00
TABELA D - ONIBUS E MICROONIBUS;FIAT;404452,00;DUCATO M JAEDI OESC;D;;;;;;;;;;;;R$ 87.770,00;R$ 80.610,00;R$ 74.033,00;R$ 70.508,00;R$ 67.152,00;R$ 58.255,00;R$ 53.166,00;R$ 49.918,00;R$ 45.127,00;R$ 42.127,00;;;;R$ 32.989,00
TABELA D - ONIBUS E MICROONIBUS;FIAT;404453,00;DUCATO MUL ATENA MI;D;;;;;;;;;;;;R$ 82.116,00;R$ 79.821,00;R$ 74.482,00;R$ 72.717,00;R$ 67.558,00;R$ 58.928,00;R$ 53.838,00;R$ 48.566,00;R$ 45.027,00;R$ 42.451,00;R$ 40.056,00;R$ 37.712,00;R$ 34.707,00;
TABELA D - ONIBUS E MICROONIBUS;FIAT;404454,00;DUCATO MULTI REVESC;D;;;;;;;;;;;R$ 88.472,00;R$ 81.255,00;R$ 74.626,00;R$ 68.537,00;R$ 65.273,00;R$ 62.166,00;R$ 53.923,00;R$ 47.943,00;R$ 44.192,00;R$ 42.695,00;R$ 40.933,00;R$ 37.719,00;R$ 35.965,00;R$ 33.931,00;R$ 32.220,00
TABELA D - ONIBUS E MICROONIBUS;FIAT;404455,00;DUCATO GCASA MIC1;D;;;;;;;;;;;;R$ 87.217,00;R$ 80.102,00;R$ 73.567,00;R$ 70.063,00;R$ 66.729,00;R$ 57.870,00;R$ 50.078,00;R$ 45.003,00;;;;;;
TABELA D - ONIBUS E MICROONIBUS;FIAT;464500,00;DUCATO MC SITNE;D;;;;;;;;;;;;R$ 73.285,00;R$ 69.794,00;R$ 64.101,00;R$ 61.047,00;R$ 58.142,00;R$ 50.440,00;R$ 43.746,00;R$ 40.913,00;R$ 38.345,00;R$ 34.518,00;R$ 34.151,00;R$ 31.086,00;;R$ 26.821,00
TABELA D - ONIBUS E MICROONIBUS;FIAT;404458,00;DUCATO CLASSY VANS;D;;;;;;;;;;;R$ 97.728,00;R$ 89.755,00;R$ 82.433,00;R$ 75.707,00;R$ 72.103,00;R$ 68.669,00;R$ 59.904,00;R$ 51.778,00;R$ 47.047,00;;;R$ 41.297,00;;;
TABELA D - ONIBUS E MICROONIBUS;FIAT;404459,00;DUC M APLIKART M20;D;;;;;;;;;;;R$ 83.086,00;R$ 79.865,00;R$ 76.770,00;R$ 64.200,00;R$ 60.462,00;R$ 55.481,00;R$ 48.965,00;R$ 46.571,00;R$ 44.139,00;;;R$ 36.239,00;;;
TABELA D - ONIBUS E MICROONIBUS;FIAT;404460,00;DUCATO TCA AMB;D;;;;;;;;;;;;;;;;;;;R$ 37.992,00;;;;;R$ 28.699,00;
TABELA D - ONIBUS E MICROONIBUS;FIAT;404461,00;DUC TRANSFORMERS TE;D;;;;;;;;;;;R$ 102.274,00;R$ 93.999,00;R$ 86.393,00;R$ 75.184,00;R$ 71.231,00;R$ 64.102,00;R$ 62.575,00;R$ 57.406,00;R$ 54.901,00;R$ 51.717,00;;R$ 49.293,00;R$ 47.262,00;;
TABELA D - ONIBUS E MICROONIBUS;FIAT;404446,00;DUCATO MODIFICAR TP;D;;;;;;;;;;;R$ 90.033,00;R$ 82.688,00;R$ 75.941,00;R$ 69.746,00;R$ 66.425,00;R$ 63.261,00;R$ 54.857,00;R$ 50.294,00;R$ 49.188,00;R$ 41.228,00;;;R$ 32.526,00;R$ 30.715,00;
TABELA D - ONIBUS E MICROONIBUS;FIAT;404418,00;DUCATO MAXI JAEDI T;D;;;;;;;;;;;;;;;;;;;;;R$ 34.196,00;R$ 32.244,00;;R$ 29.681,00;R$ 26.337,00
TABELA D - ONIBUS E MICROONIBUS;FIAT;404405,00;DUCATO COMBINATO;G;;;;;;;;;;;;;;;;;;;;;;;;R$ 25.482,00;R$ 24.857,00
TABELA D - ONIBUS E MICROONIBUS;FIAT;404406,00;DUCATO MINIBUS;G;;;;;;;;;;;;R$ 79.672,00;R$ 75.124,00;;;;;R$ 51.697,00;R$ 47.934,00;;R$ 41.158,00;;;R$ 33.138,00;
TABELA D - ONIBUS E MICROONIBUS;FIAT;404407,00;DUCAMA FFORMA MIC23;D;;;;;;;;;;;;;;;R$ 61.743,00;R$ 58.471,00;R$ 55.372,00;R$ 50.337,00;R$ 46.092,00;R$ 42.206,00;R$ 40.119,00;R$ 38.140,00;R$ 36.258,00;R$ 32.672,00;R$ 30.111,00
TABELA D - ONIBUS E MICROONIBUS;FIAT;404408,00;DUCATO 15REFAMMIC13;D;;;;;;;;;;;;;;;;;;;R$ 34.776,00;R$ 32.046,00;R$ 30.225,00;;;R$ 26.512,00;R$ 24.534,00
TABELA D - ONIBUS E MICROONIBUS;FIAT;404409,00;DUCATO C REFAMMIC12;D;;;;;;;;;;;;;;;;;;;;R$ 39.858,00;R$ 35.040,00;;R$ 31.702,00;R$ 29.023,00;R$ 26.770,00
TABELA D - ONIBUS E MICROONIBUS;FIAT;404410,00;DUCATO M REFAMMIC11;D;;;;;;;;;;;;;;;;;R$ 53.705,00;R$ 51.728,00;R$ 45.798,00;R$ 43.197,00;R$ 39.199,00;;R$ 31.770,00;;R$ 28.056,00
TABELA D - ONIBUS E MICROONIBUS;FIAT;404411,00;DUCATO REVESCAP;D;;;;;;;;;;;;;;;;;;R$ 44.939,00;;R$ 40.693,00;R$ 37.576,00;R$ 33.730,00;R$ 31.214,00;R$ 29.155,00;R$ 25.844,00
TABELA D - ONIBUS E MICROONIBUS;FIAT;404412,00;DUCACOMFFORMA MIC21;D;;;;;;;;;;;;;;;R$ 65.519,00;R$ 60.754,00;R$ 56.336,00;R$ 51.310,00;R$ 47.044,00;R$ 43.041,00;R$ 40.997,00;R$ 37.370,00;R$ 35.313,00;R$ 31.978,00;R$ 30.396,00
TABELA D - ONIBUS E MICROONIBUS;FIAT;404413,00;DUCA15 FFORMA MIC20;D;;;;;;;;;;;;;;R$ 55.699,00;R$ 50.137,00;;R$ 43.748,00;R$ 41.192,00;R$ 39.195,00;R$ 37.236,00;R$ 35.273,00;R$ 32.375,00;R$ 30.229,00;R$ 28.254,00;R$ 26.536,00
TABELA D - ONIBUS E MICROONIBUS;FIAT;404414,00;DUCATO NIKS;D;;;;;;;;;;;;;;;R$ 65.266,00;R$ 62.160,00;R$ 53.916,00;R$ 46.648,00;R$ 42.496,00;R$ 39.898,00;R$ 36.956,00;R$ 33.807,00;R$ 31.344,00;R$ 29.061,00;R$ 26.809,00
TABELA D - ONIBUS E MICROONIBUS;FIAT;404415,00;DUCATO NIKS 16;D;;;;;;;;;;;;;;;R$ 58.471,00;R$ 55.687,00;;R$ 46.651,00;R$ 41.476,00;R$ 39.916,00;R$ 36.949,00;R$ 33.816,00;R$ 32.540,00;R$ 29.075,00;R$ 26.813,00
TABELA D - ONIBUS E MICROONIBUS;FIAT;404431,00;DUCATO COMB JAEDI T;D;;;;;;;;;;;;;;;R$ 67.093,00;R$ 63.257,00;R$ 55.178,00;R$ 50.457,00;R$ 47.712,00;R$ 41.701,00;R$ 39.600,00;R$ 37.087,00;R$ 35.026,00;R$ 31.728,00;
TABELA D - ONIBUS E MICROONIBUS;FIAT;404417,00;DUC MAXI CIRILO M07;D;;;;;;;;;;;;;;;;;;;;R$ 39.121,00;R$ 36.238,00;R$ 33.567,00;R$ 31.094,00;R$ 27.840,00;R$ 26.681,00
TABELA D - ONIBUS E MICROONIBUS;FIAT;404430,00;DUCATO MC JAEDI TUR;D;;;;;;;;;;;;;;;;;;;R$ 42.586,00;R$ 41.920,00;R$ 37.744,00;;R$ 33.941,00;;
TABELA D - ONIBUS E MICROONIBUS;FIAT;404419,00;DUCATO 15 JAEDI TUR;D;;;;;;;;;;;;;;;;;;R$ 35.515,00;;R$ 34.677,00;R$ 31.344,00;;;R$ 26.410,00;R$ 25.642,00
TABELA D - ONIBUS E MICROONIBUS;FIAT;404420,00;DUCA ESCOLAR FFBM25;D;;;;;;;;;;;R$ 95.925,00;R$ 88.292,00;R$ 81.265,00;R$ 72.475,00;R$ 67.760,00;R$ 63.037,00;R$ 59.494,00;R$ 52.461,00;R$ 48.762,00;R$ 44.064,00;R$ 41.675,00;R$ 39.133,00;R$ 36.386,00;R$ 33.802,00;R$ 32.478,00
TABELA D - ONIBUS E MICROONIBUS;FIAT;404421,00;DUCA ESCOLAR FFBM26;D;;;;;;;;;;;;;;R$ 68.117,00;;;R$ 54.635,00;R$ 50.082,00;R$ 46.770,00;R$ 41.619,00;R$ 39.982,00;R$ 37.258,00;R$ 34.619,00;R$ 31.751,00;R$ 29.904,00
TABELA D - ONIBUS E MICROONIBUS;FIAT;404422,00;DUCATO EMBRAFI 16;D;;;;;;;;;;;;;;;;;;;;;R$ 38.497,00;R$ 35.334,00;;R$ 30.497,00;R$ 30.344,00
TABELA D - ONIBUS E MICROONIBUS;FIAT;404423,00;DUCATO 15 JAEDI ESC;D;;;;;;;;;;;;;;;;;;;R$ 42.502,00;R$ 41.851,00;R$ 37.670,00;R$ 36.242,00;;R$ 31.248,00;R$ 29.509,00
TABELA D - ONIBUS E MICROONIBUS;FIAT;404424,00;DUCATO MUL REVESCAP;D;;;;;;;;;;;;;;;;R$ 66.076,00;;R$ 49.530,00;R$ 45.105,00;R$ 41.899,00;R$ 37.017,00;R$ 33.992,00;R$ 31.644,00;R$ 30.218,00;R$ 27.462,00
TABELA D - ONIBUS E MICROONIBUS;FIAT;404425,00;DUCATO NIKS MULT 16;D;;;;;;;;;;;;;R$ 74.629,00;R$ 68.539,00;R$ 65.276,00;R$ 62.169,00;R$ 56.918,00;R$ 52.114,00;R$ 45.826,00;R$ 41.785,00;R$ 38.562,00;R$ 36.264,00;R$ 31.862,00;R$ 29.733,00;R$ 27.683,00
TABELA D - ONIBUS E MICROONIBUS;FIAT;404426,00;DUCATO NIKS MULT 17;D;;;;;;;;;;;;;;;;;;;;R$ 40.140,00;R$ 36.893,00;R$ 34.541,00;R$ 32.153,00;R$ 30.588,00;
TABELA D - ONIBUS E MICROONIBUS;FIAT;404427,00;DUCATO MC VIA VAN;D;;;;;;;;;;;;;;;;;;R$ 44.113,00;R$ 41.510,00;R$ 39.350,00;R$ 35.457,00;R$ 34.917,00;R$ 31.744,00;;R$ 27.376,00
TABELA D - ONIBUS E MICROONIBUS;FIAT;404428,00;DUCATO MULT JAEDI T;D;;;;;;;;;;;R$ 82.595,00;R$ 75.857,00;R$ 69.669,00;R$ 65.899,00;R$ 62.852,00;R$ 61.596,00;R$ 55.525,00;R$ 49.775,00;R$ 43.117,00;R$ 40.094,00;R$ 36.870,00;R$ 34.512,00;R$ 32.153,00;R$ 30.083,00;R$ 27.008,00
TABELA D - ONIBUS E MICROONIBUS;FIAT;404432,00;DUCATO MU CIRILO A3;G;;;;;;;;;;;;;;;;;;;;;;R$ 34.636,00;;;
TABELA D - ONIBUS E MICROONIBUS;FIAT;404416,00;DUCATO VIATURE MV;D;;;;;;;;;;;R$ 69.274,00;R$ 65.515,00;;;;;;;;R$ 38.324,00;R$ 36.305,00;R$ 33.369,00;R$ 31.053,00;R$ 29.101,00;R$ 26.797,00
TABELA D - ONIBUS E MICROONIBUS;FIAT;411516,00;DUCAT15VT CIRILO M6;D;;;;;;;;;;;;;;;;;;;;;;;;R$ 26.891,00;R$ 26.680,00
TABELA D - ONIBUS E MICROONIBUS;FIAT;463502,00;DUCATO MULT TAKO MI;D;;;;;;;;;;;R$ 87.539,00;R$ 83.923,00;R$ 77.076,00;R$ 70.788,00;R$ 67.417,00;R$ 64.207,00;R$ 58.816,00;R$ 53.756,00;R$ 50.165,00;R$ 44.926,00;R$ 42.373,00;R$ 39.975,00;R$ 37.279,00;R$ 34.637,00;R$ 33.030,00
TABELA D - ONIBUS E MICROONIBUS;FIAT;411501,00;FIAT DUCATO;D;;;;;;;;;;;;;;R$ 52.240,00;R$ 49.301,00;;;R$ 45.676,00;;R$ 38.136,00;R$ 35.370,00;R$ 33.766,00;R$ 32.045,00;R$ 30.546,00;R$ 30.171,00
TABELA D - ONIBUS E MICROONIBUS;FIAT;411503,00;FIAT DUCATO MINIBUS;D;;;;;;;;;;;;;;;;;;;R$ 45.786,00;;R$ 38.393,00;;R$ 37.683,00;;
TABELA D - ONIBUS E MICROONIBUS;FIAT;411504,00;FIAT DUCATO COMBINAT;D;;;;;;;;;;;;;;;;;;;;R$ 42.996,00;;;;;
TABELA D - ONIBUS E MICROONIBUS;FIAT;411509,00;FIAT DUCATO FFORMA M09;D;;;;;;;;;;;;;;;;;;;;;;R$ 35.398,00;;;R$ 26.684,00
TABELA D - ONIBUS E MICROONIBUS;FIAT;411517,00;FIAT DUCATO 15 JAEDI T;D;;;;;;;;;;;;;;;;;;;R$ 33.950,00;;;;;;R$ 22.903,00
TABELA D - ONIBUS E MICROONIBUS;FIAT;411700,00;DUCATO M EMBRAFI 16;D;;;;;;;;;;;;;;R$ 65.316,00;R$ 62.204,00;R$ 59.243,00;R$ 53.977,00;R$ 46.692,00;R$ 41.505,00;R$ 40.765,00;R$ 36.892,00;R$ 35.648,00;R$ 33.344,00;R$ 30.962,00;R$ 28.750,00
TABELA D - ONIBUS E MICROONIBUS;FIAT;411701,00;DUCATO C EMBRAFI 16;D;;;;;;;;;;;;;;;;;R$ 54.205,00;R$ 46.905,00;R$ 41.465,00;R$ 41.229,00;;R$ 35.820,00;R$ 33.503,00;R$ 30.920,00;
TABELA D - ONIBUS E MICROONIBUS;FIAT;404499,00;;D;;;;;;;;;;;;;;;;;;;;;R$ 48.004,00;;;;R$ 45.861,00
TABELA D - ONIBUS E MICROONIBUS;FIAT;404463,00;DUCATO FABUSFORMA;D;;;;;;;;;;;R$ 99.952,00;R$ 93.445,00;R$ 87.361,00;R$ 83.870,00;R$ 78.179,00;R$ 73.245,00;R$ 69.250,00;R$ 68.383,00;R$ 66.414,00;R$ 61.710,00;;R$ 59.572,00;;R$ 56.735,00;
TABELA D - ONIBUS E MICROONIBUS;FIAT;411507,00;FIAT DUCAMAXI GB MIC;D;;;;;;;;;;;;;;R$ 56.146,00;;;;;;;;;;;
TABELA D - ONIBUS E MICROONIBUS;FORD;413211,00;FORD TRST MODIFICAR TP;D;;;;;;;;;;;;;;R$ 68.487,00;R$ 65.309,00;R$ 63.168,00;R$ 57.116,00;R$ 55.059,00;R$ 48.813,00;;;;;;
TABELA D - ONIBUS E MICROONIBUS;FORD;412268,00;FORD TRANSIT MARTI ON;D;;;;;;;;;;;;;;R$ 70.432,00;R$ 67.078,00;R$ 61.388,00;;;;;;;;;
TABELA D - ONIBUS E MICROONIBUS;FORD;413112,00;FORD TRANSIT JAEDI TUR;D;;;;;;;;;;;;;R$ 70.352,00;R$ 63.111,00;R$ 61.089,00;R$ 60.074,00;R$ 49.683,00;R$ 47.520,00;R$ 45.408,00;;;;;;
TABELA D - ONIBUS E MICROONIBUS;FORD;413208,00;FORD TRANSIT 350L BUS;D;;;;;;;;;;;;;R$ 79.165,00;R$ 71.276,00;R$ 68.908,00;R$ 67.061,00;R$ 56.507,00;R$ 51.241,00;R$ 50.432,00;;;;;;
TABELA D - ONIBUS E MICROONIBUS;FORD;413210,00;FORD TRANSIT NIKS MO17;D;;;;;;;;;;;;;;R$ 74.522,00;R$ 71.153,00;R$ 67.937,00;R$ 63.789,00;R$ 57.782,00;R$ 54.096,00;;;;;;
TABELA D - ONIBUS E MICROONIBUS;FORD;413212,00;FORD TRANSIT REVES 21L;D;;;;;;;;;;;;;;R$ 73.219,00;R$ 69.156,00;R$ 66.282,00;R$ 61.690,00;R$ 56.471,00;R$ 50.132,00;;;;;;
TABELA D - ONIBUS E MICROONIBUS;FORD;413213,00;FORD TRANSIT REVES 16L;D;;;;;;;;;;;;;;R$ 78.082,00;R$ 73.233,00;R$ 70.716,00;R$ 66.746,00;R$ 63.256,00;R$ 54.652,00;;;;;;
TABELA D - ONIBUS E MICROONIBUS;FORD;413214,00;FORD ECONOLINE E350;G;;;;;;;;;;;;;;R$ 103.304,00;R$ 97.407,00;;;R$ 65.222,00;;R$ 56.651,00;;;R$ 49.973,00;;
TABELA D - ONIBUS E MICROONIBUS;FORD;413219,00;FORD E350 SUPERDUTY;G;;;;;;;;;;;;;;;;;;;R$ 74.448,00;;;R$ 71.296,00;;;
TABELA D - ONIBUS E MICROONIBUS;FORD;413221,00;FORD TRANSIT CLASSY;D;;;;;;;;;;;;;;R$ 77.200,00;;;;;;;;;;;
TABELA D - ONIBUS E MICROONIBUS;FORD;413209,00;FORD TRANSIT TCA MIC;D;;;;;;;;;;;;;R$ 82.549,00;R$ 75.223,00;R$ 73.348,00;R$ 72.101,00;R$ 67.845,00;R$ 63.451,00;R$ 54.584,00;;;;;;
TABELA D - ONIBUS E MICROONIBUS;FORD;413215,00;FORD TRANSIT GCASA ESC;D;;;;;;;;;;;;;;R$ 77.610,00;R$ 72.332,00;R$ 69.380,00;R$ 63.092,00;R$ 57.888,00;;;;;;;
TABELA D - ONIBUS E MICROONIBUS;FORD;413220,00;FORD E350 XLT SD WAGON;D;;;;;;;;;;;;;;;;;;R$ 85.123,00;;;;;;;
TABELA D - ONIBUS E MICROONIBUS;FORD;413218,00;FORD TRANSIT CIRILO MC;D;;;;;;;;;;;;;;R$ 78.277,00;;;;;;;;;;;
TABELA D - ONIBUS E MICROONIBUS;FORD;413217,00;FORD E350 XL;G;;;;;;;;;;;;;;;;;R$ 88.476,00;;;;;;;;
TABELA D - ONIBUS E MICROONIBUS;FORD;413216,00;FORD TRANSIT350LCIRILO;D;;;;;;;;;;;;;;R$ 80.159,00;R$ 76.342,00;R$ 66.735,00;R$ 60.763,00;;;;;;;;
TABELA D - ONIBUS E MICROONIBUS;"GM - CHEV-
ROLET";411113,00;GM EXPRESS LT3500;G;;;;;;;;;;;;;;;R$ 89.447,00;;;;;;;;;;
TABELA D - ONIBUS E MICROONIBUS;"GM - CHEV-
ROLET";411115,00;CHEVROLET EXPR VAN LT;G;;;;;;;;;;;;;;;R$ 86.098,00;;;;;;;;;;
TABELA D - ONIBUS E MICROONIBUS;"GM - CHEV-
ROLET";411106,00;GM VAN 2500 EXPRESS;G;;;;;;;;;;;;;;;;;;;;;;;;R$ 37.030,00;R$ 35.587,00
TABELA D - ONIBUS E MICROONIBUS;"GM - CHEV-
ROLET";411109,00;GM EXPRESS VAN G2300;G;;;;;;;;;;;;;;;;;;;R$ 64.272,00;;;;;;
